City,State,Type,Counties,Population,Latitude,Longitude
Southfield,MI,City,Oakland,76618,42.473,-83.221
Wyoming,MI,City,Kent,76501,42.914,-85.705
Pittsburg,CA,City,Contra Costa,76416,38.025,-121.886
Loveland,CO,City,Larimer,76378,40.395,-105.074
Scranton,PA,City,Lackawanna,76328,41.409,-75.662
Rochester Hills,MI,City,Oakland,76300,42.652,-83.153
Auburn,AL,City,Lee,76143,32.607,-85.482
Flower Mound,TX,Town,Denton;Tarrant,75956,33.014,-97.071
Lehi,UT,City,Utah,75907,40.388,-111.849
Doral,FL,City,Miami-Dade,75874,25.812,-80.353
Apple Valley,CA,Town,San Bernardino,75791,34.501,-117.19
Bethlehem,PA,City,Lehigh;Northampton,75781,40.622,-75.375
Appleton,WI,City,Winnebago;Outagamie;Calumet,75644,44.262,-88.407
Pawtucket,RI,City,Providence,75604,41.877,-71.384
Woodbury,MN,City,Washington,75102,44.925,-92.96
Iowa City,IA,City,Johnson,74828,41.661,-91.535
North Port,FL,City,Sarasota,74793,27.044,-82.236
Rapid City,SD,City,Pennington,74703,44.081,-103.227
Cherry Hill,NJ,Township,Camden,74553,39.892,-74.986
Lauderhill,FL,City,Broward,74482,26.15,-80.212
Rock Hill,SC,City,York,74372,34.925,-81.025
Missouri City,TX,City,Harris;Fort Bend,74259,29.596,-95.527
New Britain,CT,Town,Hartford,74135,41.676,-72.785
Broomfield,CO,City,Broomfield,74112,39.925,-105.053
Bolingbrook,IL,Village,DuPage;Will,73922,41.698,-88.068
Mount Vernon,NY,City,Westchester,73893,40.913,-73.837
Bismarck,ND,City,Burleigh,73622,46.805,-100.788
Brick,NJ,Township,Ocean,73620,40.058,-74.121
Kalamazoo,MI,City,Kalamazoo,73598,42.292,-85.583
Missoula,MT,City,Missoula,73489,46.872,-113.994
Redmond,WA,City,King,73256,47.674,-122.122
Redlands,CA,City,San Bernardino,73168,34.057,-117.183
Castle Rock,CO,Town,Douglas,73158,39.372,-104.856
Gulfport,MS,City,Harrison,72926,30.369,-89.093
Turlock,CA,City,Stanislaus,72740,37.495,-120.845
Jacksonville,NC,City,Onslow,72723,34.751,-77.431
Daytona Beach,FL,City,Volusia,72647,29.211,-81.023
Mansfield,TX,City,Johnson;Tarrant;Ellis,72602,32.563,-97.142
Dublin,CA,City,Alameda,72589,37.706,-121.924
St Joseph,MO,City,Buchanan,72473,39.767,-94.853
Framingham,MA,Town,Middlesex,72362,42.31,-71.441
Bowling Green,KY,City,Warren,72294,36.995,-86.443
Baldwin Park,CA,City,Los Angeles,72176,34.086,-117.965
Tamarac,FL,City,Broward,71897,26.208,-80.269
Harlingen,TX,City,Cameron,71829,26.193,-97.697
Camden,NJ,City,Camden,71791,39.944,-75.119
Bayonne,NJ,City,Hudson,71686,40.666,-74.117
Rocklin,CA,City,Placer,71601,38.791,-121.236
Redondo Beach,CA,City,Los Angeles,71576,33.844,-118.388
Waukesha,WI,City,Waukesha,71158,43.012,-88.232
Dothan,AL,City,Dale;Henry;Houston,71072,31.224,-85.392
Johnson City,TN,City,Sullivan;Washington;Carter,71046,36.316,-82.353
Wilmington,DE,City,New Castle,70898,39.738,-75.553
Canton,OH,City,Stark,70872,40.798,-81.375
Lafayette,IN,City,Tippecanoe,70783,40.419,-86.893
Camarillo,CA,City,Ventura,70741,34.217,-119.039
Greenville,SC,City,Greenville,70720,34.851,-82.399
Marysville,WA,City,Snohomish,70714,48.052,-122.177
Waterford,MI,Charter Township,Oakland,70565,42.66,-83.389
Passaic,NJ,City,Passaic,70537,40.863,-74.127
Decatur,IL,City,Macon,70522,39.843,-88.954
St Charles,MO,City,St. Charles,70493,38.782,-90.481
Lake Elsinore,CA,City,Riverside,70265,33.668,-117.328
Maple Grove,MN,City,Hennepin,70253,45.072,-93.456
Blaine,MN,City,Ramsey;Anoka,70222,45.161,-93.235
Union City,CA,City,Alameda,70143,37.595,-122.019
Walnut Creek,CA,City,Contra Costa,70127,37.897,-122.06
Yuba City,CA,City,Sutter,70117,39.141,-121.618
North Richland Hills,TX,City,Tarrant,69917,32.839,-97.228
Rogers,AR,City,Benton,69908,36.333,-94.116
Eastvale,CA,City,Riverside,69757,33.962,-117.579
Gaithersburg,MD,City,Montgomery,69657,39.144,-77.202
Albany,GA,City,Dougherty,69647,31.577,-84.156
East Orange,NJ,City,Essex,69612,40.761,-74.211
Noblesville,IN,City,Hamilton,69604,40.046,-86.014
Lakeville,MN,City,Dakota,69490,44.65,-93.243
Eau Claire,WI,City,Eau Claire;Chippewa,69421,44.811,-91.498
Gary,IN,City,Lake,69093,41.6,-87.337
St Cloud,MN,City,Benton;Sherburne;Stearns,68881,45.56,-94.162
Tulare,CA,City,Tulare,68875,36.208,-119.347
Eagan,MN,City,Dakota,68855,44.805,-93.167
West Des Moines,IA,City,Polk;Warren;Dallas,68723,41.571,-93.709
Union City,NJ,City,Hudson,68589,40.779,-74.024
Palo Alto,CA,City,Santa Clara,68572,37.445,-122.162
Portland,ME,City,Cumberland,68408,43.659,-70.257
Franklin,NJ,Township,Somerset,68364,40.499,-74.533
Yorba Linda,CA,City,Orange,68336,33.889,-117.813
Jackson,TN,City,Madison,68205,35.614,-88.819
Weston,FL,City,Broward,68107,26.1,-80.383
Palatine,IL,Village,Cook,67908,42.11,-88.034
Ankeny,IA,City,Polk,67887,41.732,-93.6
Skokie,IL,Village,Cook,67824,42.034,-87.747
Haverhill,MA,City,Essex,67787,42.777,-71.077
San Marcos,TX,City,Caldwell;Guadalupe;Hays,67553,29.883,-97.941
Sammamish,WA,City,King,67455,47.602,-122.035
Waterloo,IA,City,Black Hawk,67314,42.498,-92.336
Shawnee,KS,City,Johnson,67311,39.014,-94.742
Lynwood,CA,City,Los Angeles,67265,33.93,-118.212
Georgetown,TX,City,Williamson,67176,30.633,-97.677
Rockville,MD,City,Montgomery,67117,39.084,-77.153
Middletown,NJ,Township,Monmouth,67106,40.392,-74.099
Schenectady,NY,City,Schenectady,67047,42.812,-73.939
Old Bridge,NJ,Township,Middlesex,66876,40.395,-74.324
Davis,CA,City,Yolo,66850,38.543,-121.74
Delray Beach,FL,City,Palm Beach,66846,26.462,-80.073
Oshkosh,WI,City,Winnebago,66816,44.018,-88.538
Kenner,LA,City,Jefferson,66448,29.994,-90.242
Ames,IA,City,Story,66427,42.023,-93.62
Lodi,CA,City,San Joaquin,66348,38.13,-121.272
Malden,MA,City,Middlesex,66263,42.426,-71.067
Novi,MI,City,Oakland,66243,42.481,-83.476
Madera,CA,City,Madera,66224,36.961,-120.061
South San Francisco,CA,City,San Mateo,66105,37.655,-122.41
Gloucester,NJ,Township,Camden,66034,39.807,-75.049
West Bloomfield,MI,Charter Township,Oakland,65888,42.55,-83.409
Alpharetta,GA,City,Fulton,65818,34.076,-84.295
Janesville,WI,City,Rock,65615,42.683,-89.023
Grand Junction,CO,City,Mesa,65560,39.067,-108.564
Victoria,TX,City,Victoria,65534,28.799,-97.006
Utica,NY,City,Oneida,65283,43.101,-75.233
Waltham,MA,City,Middlesex,65218,42.375,-71.236
Lorain,OH,City,Lorain,65211,41.466,-82.175
Muncie,IN,City,Delaware,65194,40.194,-85.386
Pflugerville,TX,City,Williamson;Travis,65191,30.439,-97.62
Cheyenne,WY,City,Laramie,65132,41.14,-104.82
Idaho Falls,ID,City,Bonneville,64818,43.491,-112.039
North Little Rock,AR,City,Pulaski,64591,34.769,-92.267
Laguna Niguel,CA,City,Orange,64355,33.527,-117.713
Burnsville,MN,City,Dakota,64317,44.766,-93.278
San Clemente,CA,City,Orange,64293,33.428,-117.613
Brentwood,CA,City,Contra Costa,64292,37.933,-121.695
Eden Prairie,MN,City,Hennepin,64198,44.854,-93.47
Bellevue,NE,City,Sarpy,64176,41.143,-95.911
Conway,AR,City,Faulkner,64134,35.089,-92.441
West Hartford,CT,Town,Hartford,64083,41.771,-72.751
Greenwood,IN,City,Johnson,63830,39.614,-86.11
Lakewood,WA,City,Pierce,63612,47.172,-122.518
Coon Rapids,MN,City,Anoka,63599,45.146,-93.285
Ocala,FL,City,Marion,63591,29.187,-82.136
Greenwich,CT,Town,Fairfield,63518,41.076,-73.644
Taylor,MI,City,Wayne,63409,42.241,-83.27
Hamilton,OH,City,Butler,63399,39.399,-84.56
Millcreek,UT,City,Salt Lake,63380,40.687,-111.863
North Bergen,NJ,Township,Hudson,63361,40.805,-74.021
Dearborn Heights,MI,City,Wayne,63292,42.334,-83.273
Brookline,MA,Town,Norfolk,63191,42.316,-71.15
La Habra,CA,City,Orange,63097,33.932,-117.946
Santa Cruz,CA,City,Santa Cruz,62956,36.974,-122.026
Council Bluffs,IA,City,Pottawattamie,62799,41.261,-95.85
Moore,OK,City,Cleveland,62793,35.338,-97.487
Bossier City,LA,City,Bossier,62701,32.521,-93.737
Montebello,CA,City,Los Angeles,62640,34.01,-118.108
Porterville,CA,City,Tulare,62623,36.065,-119.016
Port Orange,FL,City,Volusia,62596,29.143,-80.993
Rowlett,TX,City,Rockwall;Dallas,62535,32.905,-96.569
Commerce City,CO,City,Adams,62418,39.806,-104.932
Revere,MA,City,Suffolk,62186,42.41,-71.012
Pico Rivera,CA,City,Los Angeles,62088,33.983,-118.097
Encinitas,CA,City,San Diego,62007,33.037,-117.292
Chapel Hill,NC,Town,Durham;Orange,61960,35.913,-79.056
Springfield,OR,City,Lane,61851,44.046,-123.022
Hendersonville,TN,City,Sumner,61753,36.305,-86.62
Wellington,FL,Village,Palm Beach,61637,26.667,-80.257
Pontiac,MI,City,Oakland,61606,42.639,-83.293
Fairfield,CT,Town,Fairfield,61512,41.175,-73.274
Huntersville,NC,Town,Mecklenburg,61376,35.411,-80.841
San Rafael,CA,City,Marin,61271,37.973,-122.527
Plymouth,MA,Town,Plymouth,61217,41.873,-70.611
Irvington,NJ,Township,Essex,61176,40.722,-74.234
Hamden,CT,Town,New Haven,61169,41.425,-72.915
La Mesa,CA,City,San Diego,61121,32.765,-117.02
Monterey Park,CA,City,Los Angeles,61096,34.063,-118.123
Sanford,FL,City,Seminole,61051,28.812,-81.268
Jupiter,FL,Town,Palm Beach,61047,26.934,-80.094
Woodland,CA,City,Yolo,61032,38.677,-121.773
Euless,TX,City,Tarrant,61032,32.837,-97.083
Gardena,CA,City,Los Angeles,61027,33.882,-118.309
Marietta,GA,City,Cobb,60972,33.953,-84.55
Meriden,CT,Town,New Haven,60850,41.538,-72.784
Bristol,CT,Town,Hartford,60833,41.681,-72.94
Piscataway,NJ,Township,Middlesex,60804,40.543,-74.466
Vineland,NJ,City,Cumberland,60780,39.486,-75.026
Des Plaines,IL,City,Cook,60675,42.042,-87.886
Richland,WA,City,Benton,60560,46.275,-119.274
Taylorsville,UT,City,Salt Lake,60448,40.664,-111.939
Great Falls,MT,City,Cascade,60442,47.505,-111.303
Hoboken,NJ,City,Hudson,60419,40.742,-74.032
Cupertino,CA,City,Santa Clara,60381,37.318,-122.03
West Allis,WI,City,Milwaukee,60325,43.017,-88.007
North Miami,FL,City,Miami-Dade,60191,25.89,-80.186
Owensboro,KY,City,Daviess,60183,37.774,-87.111
Youngstown,OH,City,Mahoning;Trumbull,60068,41.1,-80.649
Santee,CA,City,San Diego,60037,32.839,-116.984
Caldwell,ID,City,Canyon,59996,43.666,-116.687
Corvallis,OR,City,Benton,59922,44.564,-123.262
Petaluma,CA,City,Sonoma,59776,38.233,-122.639
Union,NJ,Township,Union,59728,40.701,-74.263
Manchester,CT,Town,Hartford,59713,41.776,-72.53
Dubuque,IA,City,Dubuque,59667,42.5,-90.667
Medford,MA,City,Middlesex,59659,42.418,-71.11
Kokomo,IN,City,Howard,59604,40.487,-86.131
White Plains,NY,City,Westchester,59559,41.034,-73.763
Gilroy,CA,City,Santa Clara,59520,37.004,-121.568
Queen Creek,AZ,Town,Maricopa;Pinal,59519,33.249,-111.634
Taunton,MA,City,Bristol,59408,41.902,-71.093
Leander,TX,City,Williamson;Travis,59202,30.579,-97.853
Stonecrest,GA,city,DeKalb,59194,33.706,-84.17
Palm Beach Gardens,FL,City,Palm Beach,59182,26.82,-80.118
Hempstead,NY,Village,Nassau,59169,40.709,-73.625
Grand Forks,ND,City,Grand Forks,59166,47.924,-97.031
Casper,WY,City,Natrona,59038,42.85,-106.325
St Cloud,FL,City,Osceola,58964,28.246,-81.292
St Clair Shores,MI,City,Macomb,58874,42.496,-82.889
Apex,NC,Town,Wake,58780,35.732,-78.85
Margate,FL,City,Broward,58712,26.244,-80.207
Orland Park,IL,Village,Cook;Will,58703,41.616,-87.853
Springfield,OH,City,Clark,58662,39.925,-83.808
Carson City,NV,Consolidated Municipality,Carson City,58639,39.164,-119.767
Shoreline,WA,City,King,58608,47.756,-122.346
Blue Springs,MO,City,Jackson,58603,39.018,-94.278
Jackson,NJ,Township,Ocean,58544,40.097,-74.373
Parker,CO,Town,Douglas,58512,39.518,-104.761
Midwest City,OK,City,Oklahoma,58409,35.45,-97.406
Terre Haute,IN,City,Vigo,58389,39.466,-87.414
Oak Lawn,IL,Village,Cook,58362,41.719,-87.749
Bowie,MD,City,Prince George's,58329,38.978,-76.742
Royal Oak,MI,City,Oakland,58211,42.49,-83.144
Maricopa,AZ,City,Pinal,58125,33.057,-112.048
Lancaster,PA,City,Lancaster,58039,40.038,-76.306
Hanford,CA,City,Kings,57990,36.328,-119.646
Decatur,AL,City,Morgan;Limestone,57938,34.604,-86.985
Kettering,OH,City,Greene;Montgomery,57862,39.69,-84.169
Coconut Creek,FL,City,Broward,57833,26.252,-80.177
Bartlett,TN,City,Shelby,57786,35.204,-89.869
St Peters,MO,City,St. Charles,57732,38.785,-90.602
Wylie,TX,City,Rockwall;Dallas;Collin,57526,33.014,-96.539
Weymouth,MA,City,Norfolk,57437,42.218,-70.937
Lenexa,KS,City,Johnson,57434,38.957,-94.728
Burlington,NC,City,Alamance;Guilford,57303,36.094,-79.436
Berwyn,IL,City,Cook,57250,41.851,-87.793
Lake Havasu City,AZ,City,Mohave,57144,34.477,-114.338
Fountain Valley,CA,City,Orange,57047,33.709,-117.954
Highland,CA,City,San Bernardino,56999,34.128,-117.209
Madison,AL,City,Limestone;Madison,56933,34.677,-86.752
Mount Prospect,IL,Village,Cook,56852,42.066,-87.937
Arcadia,CA,City,Los Angeles,56681,34.136,-118.041
Albany,OR,City,Benton;Linn,56472,44.635,-123.104
Apple Valley,MN,City,Dakota,56374,44.732,-93.218
Pocatello,ID,City,Bannock;Power,56320,42.862,-112.451
National City,CA,City,San Diego,56173,32.676,-117.098
Parsippany-Troy Hills,NJ,Township,Morris,56162,40.865,-74.397
DeSoto,TX,City,Dallas,56145,32.59,-96.857
Port Arthur,TX,City,Jefferson;Orange,56039,29.871,-93.936
Tinley Park,IL,Village,Cook;Will,55971,41.575,-87.784
Bradenton,FL,City,Manatee,55698,27.495,-82.571
Ypsilanti,MI,Charter Township,Washtenaw,55670,42.2,-83.614
Smyrna,GA,City,Cobb,55663,33.886,-84.516
Olympia,WA,City,Thurston,55605,47.043,-122.9
West Haven,CT,Town,New Haven,55584,41.275,-72.96
Chicopee,MA,City,Hampden,55560,42.145,-72.609
Kingsport,TN,City,Sullivan;Hawkins,55442,36.547,-82.56
Perth Amboy,NJ,City,Middlesex,55436,40.506,-74.266
Valdosta,GA,City,Lowndes,55378,30.832,-83.279
New Brunswick,NJ,City,Middlesex,55266,40.496,-74.446
Brookhaven,GA,City,DeKalb,55161,33.861,-84.33
Herriman,UT,City,Salt Lake,55144,40.514,-112.033
Diamond Bar,CA,City,Los Angeles,55072,34.029,-117.811
Huntington Park,CA,City,Los Angeles,54883,33.982,-118.225
Apopka,FL,City,Orange,54873,28.672,-81.511
Sarasota,FL,City,Sarasota,54842,27.336,-82.532
Wayne,NJ,Township,Passaic,54838,40.948,-74.241
Anderson,IN,City,Madison,54788,40.105,-85.678
Southaven,MS,City,DeSoto,54648,34.984,-90.016
Coeur dAlene,ID,City,Kootenai,54628,47.674,-116.784
Plainfield,NJ,City,Union,54586,40.619,-74.421
Oak Park,IL,Village,Cook,54583,41.887,-87.785
Yucaipa,CA,City,San Bernardino,54542,34.034,-117.041
Tigard,OR,City,Washington,54539,45.431,-122.771
Peabody,MA,City,Essex,54481,42.526,-70.927
Rocky Mount,NC,City,Nash;Edgecombe,54341,35.942,-77.795
Pensacola,FL,City,Escambia,54312,30.409,-87.214
Kentwood,MI,City,Kent,54304,42.869,-85.645
Bentonville,AR,City,Benton,54164,36.372,-94.209
Manhattan,KS,City,Riley;Pottawatomie,54100,39.186,-96.576
Georgetown,MI,Charter Township,Ottawa,54091,42.907,-85.834
Wheaton,IL,City,DuPage,53970,41.867,-88.106
Elkhart,IN,City,Elkhart,53923,41.685,-85.974
West Sacramento,CA,City,Yolo,53915,38.58,-121.531
Colton,CA,City,San Bernardino,53909,34.074,-117.314
San Jacinto,CA,City,Riverside,53898,33.787,-116.959
Minnetonka,MN,City,Hennepin,53781,44.914,-93.503
Paramount,CA,City,Los Angeles,53733,33.889,-118.16
Galveston,TX,City,Galveston,53695,29.305,-94.794
Casa Grande,AZ,City,Pinal,53658,32.879,-111.757
Bonita Springs,FL,City,Lee,53644,26.346,-81.779
Howell,NJ,Township,Monmouth,53537,40.162,-74.206
Lacey,WA,City,Thurston,53526,47.038,-122.829
Edina,MN,City,Hennepin,53494,44.89,-93.35
Bozeman,MT,City,Gallatin,53293,45.679,-111.037
Novato,CA,City,Marin,53225,38.108,-122.57
Grand Island,NE,City,Hall,53131,40.924,-98.339
Kannapolis,NC,City,Rowan;Cabarrus,53114,35.489,-80.628
Bloomfield,NJ,Township,Essex,53105,40.793,-74.191
Pinellas Park,FL,City,Pinellas,53093,27.839,-82.7
Smyrna,TN,Town,Rutherford,53070,35.982,-86.52
Methuen,MA,City,Essex,53059,42.729,-71.189
Beaumont,CA,City,Riverside,53036,33.929,-116.977
West New York,NJ,Town,Hudson,52912,40.787,-74.013
Logan,UT,City,Cache,52778,41.731,-111.835
Normal,IL,Town,McLean,52736,40.511,-88.995
Battle Creek,MI,City,Calhoun,52721,42.319,-85.182
La Crosse,WI,City,La Crosse,52680,43.812,-91.251
Elyria,OH,City,Lorain,52656,41.368,-82.107
Watsonville,CA,City,Santa Cruz,52590,36.91,-121.756
Glendora,CA,City,Los Angeles,52558,34.136,-117.865
Florissant,MO,City,St. Louis,52533,38.789,-90.323
Hoffman Estates,IL,Village,Cook;Kane,52530,42.047,-88.08
Stratford,CT,Town,Fairfield,52355,41.212,-73.134
Aliso Viejo,CA,City,Orange,52176,33.575,-117.725
Burien,WA,City,King,52066,47.467,-122.339
Marana,AZ,Town,Pima;Pinal,51908,32.436,-111.209
Texas City,TX,City,Galveston;Chambers,51898,29.384,-94.903
Placentia,CA,City,Orange,51824,33.872,-117.87
Harrisonburg,VA,City,Harrisonburg,51814,38.449,-78.869
Twin Falls,ID,City,Twin Falls,51807,42.556,-114.47
Joplin,MO,City,Jasper;Newton,51762,37.084,-94.513
Dunwoody,GA,City,DeKalb,51683,33.946,-84.334
Cathedral City,CA,City,Riverside,51493,33.78,-116.467
Delano,CA,City,Kern,51428,35.77,-119.246
Troy,NY,City,Rensselaer,51401,42.724,-73.692
Collierville,TN,Town,Shelby,51324,35.042,-89.664
Enid,OK,City,Garfield,51308,36.397,-97.878
Covina,CA,City,Los Angeles,51268,34.09,-117.89
Rosemead,CA,City,Los Angeles,51185,34.081,-118.073
Palm Desert,CA,City,Riverside,51163,33.721,-116.374
Cuyahoga Falls,OH,City,Summit,51114,41.134,-81.484
Mishawaka,IN,City,St. Joseph,51063,41.661,-86.181
East Hartford,CT,Town,Hartford,51045,41.764,-72.614
Draper,UT,City,Utah;Salt Lake,51017,40.525,-111.864
Middletown,OH,City,Butler;Warren,50987,39.517,-84.405
Lakewood,OH,City,Cuyahoga,50942,41.485,-81.8
East Honolulu,HI,Census-Designated Place,Honolulu,50922,21.286,-157.707
Summerville,SC,Town,Charleston;Dorchester;Berkeley,50915,33.019,-80.177
Murray,UT,City,Salt Lake,50637,40.659,-111.888
Grapevine,TX,City,Denton;Tarrant;Dallas,50631,32.934,-97.078
Milford,CT,Town,New Haven,50558,41.231,-73.07
Columbus,IN,City,Bartholomew,50474,39.201,-85.921
Downers Grove,IL,Village,DuPage,50247,41.796,-88.01
Mooresville,NC,Town,Iredell,50193,35.585,-80.81
Cypress,CA,City,Orange,50151,33.817,-118.037
Harrisburg,PA,City,Dauphin,50099,40.263,-76.887
St Louis Park,MN,City,Hennepin,50010,44.948,-93.348
Spring Hill,TN,City,Williamson;Maury,50005,35.752,-86.929
Azusa,CA,City,Los Angeles,50000,34.134,-117.907
Chesterfield,MO,City,St. Louis,49999,38.664,-90.578
Newark,OH,City,Licking,49934,40.058,-82.403
Sheboygan,WI,City,Sheboygan,49929,43.751,-87.713
Bedford,TX,City,Tarrant,49928,32.845,-97.133
Lincoln,CA,City,Placer,49757,38.892,-121.293
East Brunswick,NJ,Township,Middlesex,49715,40.421,-74.414
Euclid,OH,City,Cuyahoga,49692,41.597,-81.527
Cerritos,CA,City,Los Angeles,49578,33.859,-118.064
Redford,MI,Charter Township,Wayne,49504,42.383,-83.295
Biloxi,MS,City,Harrison,49449,30.395,-88.886
Jeffersonville,IN,City,Clark,49447,38.274,-85.742
Lawrence,IN,City,Marion,49370,39.836,-86.027
Dublin,OH,City,Delaware;Franklin;Union,49328,40.1,-83.114
Ceres,CA,City,Stanislaus,49302,37.595,-120.957
Coral Gables,FL,City,Miami-Dade,49248,25.723,-80.266
Winter Haven,FL,City,Polk,49219,28.022,-81.733
Cedar Hill,TX,City,Dallas;Ellis,49148,32.59,-96.956
Everett,MA,City,Middlesex,49075,42.407,-71.056
Barnstable,MA,City,Barnstable,48916,41.655,-70.28
Portage,MI,City,Kalamazoo,48891,42.201,-85.589
Charleston,WV,City,Kanawha,48864,38.35,-81.633
West Orange,NJ,Township,Essex,48843,40.79,-74.261
Poway,CA,City,San Diego,48841,32.956,-117.037
Titusville,FL,City,Brevard,48789,28.614,-80.808
Hattiesburg,MS,City,Lamar;Forrest,48730,31.327,-89.29
Glenview,IL,Village,Cook,48705,42.073,-87.802
Washington,NJ,Township,Gloucester,48677,39.742,-75.071
Niagara Falls,NY,City,Niagara,48671,43.089,-79.063
Monroe,NJ,Township,Middlesex,48594,40.303,-74.439
Roswell,NM,City,Chaves,48422,33.393,-104.523
Stillwater,OK,City,Payne,48394,36.116,-97.059
Wauwatosa,WI,City,Milwaukee,48387,43.05,-88.007
Minot,ND,City,Ward,48377,48.236,-101.293
Leesburg,VA,Town,Loudoun,48250,39.115,-77.565
Bothell,WA,City,King;Snohomish,48161,47.76,-122.207
La Mirada,CA,City,Los Angeles,48008,33.917,-118.012
Binghamton,NY,City,Broome,47969,42.099,-75.913
Rancho Santa Margarita,CA,City,Orange,47949,33.644,-117.598
Wilson,NC,City,Wilson,47851,35.725,-77.91
Egg Harbor,NJ,Township,Atlantic,47842,39.372,-74.64
East Lansing,MI,City,Ingham;Clinton,47741,42.735,-84.484
Middletown,CT,Town,Middlesex,47717,41.53,-72.649
Roseville,MI,City,Macomb,47710,42.497,-82.937
Monroe,LA,City,Ouachita,47702,32.502,-92.117
Burleson,TX,City,Johnson;Tarrant,47641,32.543,-97.321
Wake Forest,NC,Town,Wake;Franklin,47601,35.979,-78.509
Mansfield,OH,City,Richland,47534,40.759,-82.516
Newark,CA,City,Alameda,47529,37.537,-122.031
Mentor,OH,City,Lake,47450,41.666,-81.34
Cleveland,TN,City,Bradley,47356,35.16,-84.877
Brea,CA,City,Orange,47325,33.92,-117.898
Fort Pierce,FL,City,St. Lucie,47297,27.447,-80.326
Ocoee,FL,City,Orange,47295,28.57,-81.544
Rockwall,TX,City,Rockwall,47251,32.931,-96.46
East Providence,RI,City,Providence,47139,41.814,-71.37
Oro Valley,AZ,Town,Pima,47070,32.41,-110.996
San Luis Obispo,CA,City,San Luis Obispo,47063,35.282,-120.659
South Brunswick,NJ,Township,Middlesex,47043,40.375,-74.517
Winter Garden,FL,City,Orange,46964,28.566,-81.586
Salina,KS,City,Saline,46889,38.841,-97.609
Huntington,WV,City,Wayne;Cabell,46842,38.421,-82.444
Evesham,NJ,Township,Burlington,46826,39.878,-74.895
Prescott Valley,AZ,Town,Yavapai,46785,34.603,-112.316
Farmington,NM,City,San Juan,46624,36.729,-108.208
Charlottesville,VA,City,Charlottesville,46553,38.031,-78.482
Beavercreek,OH,City,Greene,46549,39.728,-84.057
Strongsville,OH,City,Cuyahoga,46491,41.314,-81.835
Attleboro,MA,City,Bristol,46461,41.945,-71.284
Little Elm,TX,City,Denton,46453,33.154,-96.943
Westfield,IN,City,Hamilton,46410,40.043,-86.128
Arlington,MA,Town,Middlesex,46308,42.421,-71.163
Altamonte Springs,FL,City,Seminole,46231,28.664,-81.374
